1720602002,1318.9,1
1720602016,1319.5,1418
1720602018,1319.9,32
1720602020,1319.4,1
1720602022,1319.7,10
1720602024,1319.5,6
1720602026,1319.5,13
1720602028,1319.7,19
1720602030,1319.7,15
1720602032,1319.5,20
1720602034,1319.7,11
1720602040,1319.5,107
1720602042,1319.5,65
1720602046,1319.5,68
1720602050,1319.5,2
1720602054,1319.1,78
1720602056,1319.5,25
1720602058,1319.5,20
1720602060,1319.1,2
1720602062,1319.1,55
1720602064,1319.5,12
1720602066,1319.4,2
1720602068,1319.2,12
1720602070,1318.9,191
1720602072,1318.9,26
1720602074,1318.7,20
1720602076,1318.9,90
1720602078,1318.8,19
1720602080,1318.7,27
1720602082,1318.7,41
1720602084,1318.8,77
1720602086,1318.8,75
1720602088,1318.8,9
1720602090,1318.8,66
1720602092,1318.7,16
1720602094,1318.9,29
1720602096,1318.9,41
1720602098,1318.9,80
1720602100,1319,19
1720602102,1319,6
1720602106,1319,3
1720602108,1319,4
1720602110,1319,47
1720602112,1319,5
1720602114,1318.8,1
1720602116,1318.6,61
1720602118,1319.1,91
1720602120,1319.1,19
1720602122,1319.1,126
1720602124,1319,52
1720602126,1319,9
1720602132,1319,66
1720602134,1318.7,28
1720602136,1319,1
1720602140,1318.7,55
1720602144,1318.9,23
1720602148,1318.8,6
1720602152,1318.7,6
1720602156,1318.7,21
1720602160,1318.8,60
1720602164,1318.8,22
1720602168,1318.8,38
1720602172,1318.7,27
1720602174,1318.8,1
1720602176,1318.7,33
1720602178,1318.9,5
1720602182,1318.7,23
1720602186,1318.7,16
1720602188,1318.7,28
1720602190,1318.6,14
1720602192,1318.7,1
1720602196,1318.7,27
1720602200,1318.7,32
1720602204,1318.8,50
1720602208,1318.7,6
1720602212,1318.8,26
1720602214,1318.7,5
1720602216,1318.8,140
1720602218,1318.8,5
1720602220,1319,13
1720602222,1319.3,58
1720602224,1319,2
1720602226,1319,6
1720602228,1318.9,29
1720602230,1319.2,82
1720602232,1319.5,77
1720602234,1319,13
1720602236,1319.2,5
1720602238,1319.3,20
1720602240,1319,7
1720602242,1319.4,7
1720602244,1319.2,1
1720602246,1319.3,7
1720602250,1319.2,7
1720602252,1319.3,10
1720602256,1319.4,7
1720602258,1319.4,50
1720602260,1319.4,2
1720602262,1319.3,9
1720602264,1319.4,11
1720602266,1319.3,12
1720602268,1319.4,31
1720602270,1319.3,2
1720602272,1319.3,12
1720602274,1319.3,1
1720602276,1319.5,74
1720602278,1319.2,16
1720602280,1319.4,4
1720602282,1319.5,27
1720602284,1319.5,2
1720602286,1319.5,27
1720602288,1319.5,1
1720602290,1319.5,72
1720602292,1319.6,2
1720602294,1319.5,5
1720602296,1319.6,7
1720602298,1319.6,11
1720602300,1319.5,1
1720602302,1319.5,16
1720602304,1319.4,10
1720602306,1319.5,11
1720602308,1319.5,16
1720602310,1319.5,2
1720602312,1319.6,3
1720602314,1319.6,3
1720602316,1319.6,4
1720602318,1319.6,42
1720602320,1319.7,73
1720602322,1319.7,36
1720602324,1319.6,7
1720602326,1319.5,5
1720602328,1319.6,1
1720602330,1319.6,13
1720602332,1319.7,11
1720602334,1319.6,1
1720602336,1319.6,4
1720602338,1319.7,16
1720602340,1319.7,27
1720602342,1319.6,18
1720602344,1319.5,39
1720602346,1319.7,1
1720602350,1319.6,2
1720602352,1319.5,17
1720602356,1319.7,20
1720602358,1319.6,5
1720602360,1319.5,29
1720602362,1319.5,15
1720602364,1319.5,33
1720602366,1319.4,26
1720602368,1319.4,22
1720602370,1319.3,80
1720602372,1319.4,1
1720602374,1319.3,13
1720602376,1319.4,1
1720602378,1319.3,7
1720602380,1319.1,92
1720602382,1319,7
1720602384,1319,6
1720602386,1319.1,16
1720602392,1319,58
1720602394,1319.2,11
1720602398,1319.2,3
1720602402,1319.1,15
1720602406,1319.1,8
1720602410,1319.1,14
1720602414,1319.1,7
1720602416,1319,9
1720602418,1319.1,3
1720602420,1319,2
1720602422,1319,11
1720602424,1319.1,25
1720602426,1319,2
1720602428,1319.1,8
1720602430,1319,8
1720602432,1319,14
1720602436,1319,7
1720602438,1319,15
1720602440,1319.1,4
1720602442,1319,6
1720602444,1319.2,1
1720602446,1319.2,2
1720602448,1319.1,12
1720602450,1319.1,4
1720602452,1319.1,21
1720602456,1319.1,4
1720602458,1319.1,6
1720602462,1319.1,5
1720602464,1319.1,1
1720602466,1319.1,1
1720602468,1319.2,1
1720602472,1319.2,2
1720602474,1319.2,1
1720602476,1319.2,13
1720602478,1319.2,3
1720602480,1319.2,1
1720602482,1319.3,5
1720602484,1319.3,7
1720602486,1319.4,24
1720602488,1319.3,31
1720602490,1319.4,21
1720602498,1319.4,6
1720602504,1319.4,3
1720602508,1319.4,5
1720602510,1319.4,3
1720602514,1319.4,4
1720602518,1319.4,15
1720602522,1319.4,12
1720602526,1319.4,2
1720602530,1319.4,14
1720602532,1319.4,10
1720602536,1319.3,26
1720602540,1319.3,17
1720602544,1319.3,3
1720602546,1319.3,6
1720602548,1319.2,53
1720602550,1319.3,2
1720602552,1319.3,2
1720602554,1319.3,11
1720602556,1319.4,2
1720602558,1319.4,24
1720602560,1319.3,8
1720602562,1319.2,1
1720602564,1319.5,20
1720602566,1319.4,1
1720602568,1319.4,2
1720602570,1319.4,6
1720602572,1319.5,5
1720602574,1319.5,1
1720602576,1319.4,1
1720602578,1319.5,2
1720602580,1319.4,3
1720602582,1319.4,1
1720602584,1319.5,8
1720602586,1319.5,7
1720602588,1319.5,1
1720602592,1319.5,2
1720602596,1319.4,1
1720602598,1319.5,12
1720602600,1319.4,20
1720602604,1319.5,8
1720602606,1319.5,2
1720602608,1319.5,18
1720602612,1319.5,24
1720602616,1319.5,59
1720602618,1319.5,3
1720602622,1319.6,3
1720602626,1319.7,15
1720602628,1319.7,2
1720602634,1319.6,49
1720602638,1319.7,10
1720602640,1319.9,16
1720602642,1319.8,5
1720602644,1319.9,1
1720602646,1319.9,12
1720602648,1319.9,14
1720602650,1319.9,31
1720602652,1319.9,3
1720602654,1319.9,3
1720602656,1319.9,62
1720602658,1320,27
1720602660,1320,41
1720602662,1319.9,12
1720602664,1320,47
1720602666,1320.1,6
1720602668,1320.1,2
1720602670,1320,30
1720602676,1320.2,26
1720602680,1320.3,46
1720602684,1320.2,50
1720602690,1320.4,87
1720602694,1320.3,145
1720602698,1320.3,127
1720602700,1320.2,24
1720602702,1320.3,38
1720602704,1320.3,10
1720602706,1320.3,19
1720602708,1320.3,9
1720602710,1320.3,33
1720602712,1320.3,64
1720602714,1320.4,12
1720602716,1320.3,21
1720602718,1320.3,64
1720602720,1320.3,29
1720602722,1320.3,1
1720602724,1320.3,34
1720602726,1320.5,133
1720602728,1320.5,151
1720602730,1320.7,19
1720602732,1320.6,19
1720602734,1320.7,63
1720602740,1320.8,38
1720602746,1320.7,59
1720602750,1320.7,123
1720602754,1320.7,100
1720602758,1320.6,49
1720602762,1320.6,31
1720602766,1320.5,19
1720602770,1320.5,27
1720602774,1319.5,136
1720602776,1320,70
1720602778,1320,22
1720602780,1320.3,4
1720602782,1320,2
1720602784,1320,4
1720602786,1319.7,1
1720602788,1319.8,10
1720602790,1320,2
1720602792,1319.7,10
1720602794,1319.7,17
1720602796,1319.9,1
1720602798,1319.7,35
1720602800,1319.7,21
1720602802,1319.7,8
1720602804,1319.7,28
1720602806,1319.7,7
1720602808,1319.7,11
1720602810,1319.7,25
1720602814,1319.6,50
1720602816,1319.6,2
1720602818,1319.5,11
1720602820,1319.6,71
1720602822,1319.4,2
1720602824,1319.5,17
1720602826,1319.4,56
1720602828,1319.5,76
1720602830,1319.2,10
1720602832,1319.4,40
1720602834,1320,57
1720602836,1319.3,21
1720602838,1320,44
1720602840,1319.4,2
1720602844,1319.4,1
1720602846,1319.4,23
1720602854,1319.5,9
1720602856,1319.8,8
1720602858,1319.8,8
1720602860,1319.5,22
1720602862,1319.7,1
1720602866,1319.7,1
1720602870,1319.7,5
1720602878,1319.7,11
1720602882,1319.7,5
1720602886,1319.7,1
1720602888,1319.5,3
1720602892,1319.7,2
1720602896,1319.9,29
