1722589206,1266.2,3380
1722589208,1266.3,113
1722589210,1266,115
1722589212,1266.2,99
1722589214,1266.7,28
1722589216,1266.2,96
1722589218,1266.4,32
1722589222,1266.3,90
1722589224,1266.4,155
1722589226,1266,129
1722589228,1265.6,46
1722589230,1265.3,61
1722589232,1266,70
1722589238,1265.3,272
1722589246,1265.1,447
1722589252,1264.9,259
1722589260,1264,325
1722589262,1263.4,348
1722589264,1264,102
1722589266,1264.1,32
1722589268,1264,114
1722589270,1264,88
1722589272,1264.8,96
1722589274,1264.1,73
1722589276,1264.4,47
1722589278,1264.2,64
1722589280,1264.1,131
1722589282,1264.4,150
1722589284,1264.5,32
1722589286,1264,89
1722589288,1264.2,77
1722589290,1264.4,43
1722589292,1264.3,84
1722589294,1264.3,11
1722589296,1264.4,34
1722589298,1264.4,33
1722589300,1264.2,51
1722589302,1264.2,26
1722589304,1264.1,48
1722589306,1264.1,52
1722589308,1263.5,195
1722589310,1264.2,23
1722589312,1263.7,35
1722589314,1263.8,7
1722589316,1263.9,9
1722589318,1263.9,71
1722589320,1263.8,76
1722589322,1264,103
1722589324,1263.9,34
1722589326,1263.9,92
1722589328,1264,24
1722589330,1264,104
1722589332,1264.1,20
1722589334,1264.1,49
1722589336,1264.4,208
1722589338,1264.3,42
1722589340,1264.3,18
1722589342,1264.4,54
1722589344,1264.6,22
1722589346,1264.6,23
1722589348,1264.7,10
1722589350,1264.9,61
1722589352,1264.9,8
1722589354,1265,66
1722589356,1265,50
1722589358,1265.2,57
1722589360,1265.3,20
1722589362,1265.4,39
1722589364,1265.7,151
1722589366,1265.6,57
1722589368,1265.4,46
1722589370,1265.4,49
1722589372,1265.6,43
1722589374,1265.5,36
1722589376,1265.8,40
1722589378,1265.2,93
1722589380,1265.2,46
1722589382,1265.6,37
1722589384,1265.5,24
1722589386,1265.2,1
1722589388,1265.4,58
1722589392,1265.2,2
1722589396,1265.4,35
1722589398,1265.2,74
1722589400,1265.1,29
1722589402,1265.1,32
1722589404,1265.2,20
1722589406,1265.2,30
1722589408,1265.3,29
1722589410,1265.1,4
1722589412,1265.2,21
1722589414,1265.2,11
1722589416,1265.2,5
1722589418,1265.1,21
1722589420,1265.1,4
1722589422,1265.2,28
1722589424,1265.1,1
1722589426,1265.2,12
1722589428,1265.2,21
1722589430,1265.2,28
1722589432,1265,50
1722589434,1265.3,15
1722589436,1265.3,6
1722589438,1265.3,10
1722589440,1265.1,52
1722589442,1265,16
1722589444,1265.3,31
1722589446,1265.2,36
1722589448,1265.2,1
1722589450,1265.3,40
1722589452,1265.2,3
1722589454,1265.1,14
1722589458,1265,101
1722589460,1265.1,11
1722589462,1265,22
1722589464,1265,32
1722589466,1265,1
1722589468,1265,53
1722589470,1264.9,1
1722589472,1264.9,1
1722589474,1264.9,1
1722589476,1264.8,12
1722589478,1265,74
1722589480,1264.9,12
1722589482,1265,1
1722589484,1264.9,37
1722589492,1265,379
1722589496,1264.2,152
1722589498,1264.6,7
1722589502,1264.3,45
1722589504,1264.5,21
1722589508,1264.7,11
1722589510,1264.5,26
1722589512,1264.8,7
1722589514,1264.6,1
1722589516,1264.7,16
1722589518,1264.8,13
1722589520,1264.7,1
1722589522,1264.8,21
1722589524,1264.8,34
1722589526,1264.7,76
1722589528,1265,12
1722589530,1264.8,35
1722589532,1265,31
